Row,C11,C21,C31,C41,C51,C61,C22,C32,C42,C52,C62,C33,C43,C53,C63,C44,C54,C64,C55,C65,C66
004_062,0.421049,0.102660,0.102714,-0.000084,-0.000012,0.000083,0.421323,0.102772,-0.000083,-0.000126,0.000033,0.421636,-0.000050,-0.000121,0.000098,0.107837,-0.000031,0.000054,0.107920,0.000006,0.107870
004_063,0.426914,0.105000,0.105029,-0.000240,0.000031,0.000195,0.427204,0.105086,-0.000226,-0.000191,-0.000017,0.427359,-0.000026,-0.000215,0.000200,0.109835,-0.000015,0.000041,0.109894,-0.000018,0.109851
004_064,0.434012,0.107711,0.107698,0.000062,0.000024,-0.000098,0.434016,0.107732,0.000076,0.000122,-0.000029,0.433964,0.000007,0.000121,-0.000114,0.112511,-0.000003,0.000012,0.112572,-0.000011,0.112506
004_065,0.439330,0.110007,0.110001,0.000277,0.000051,-0.000288,0.439549,0.110085,0.000273,0.000350,-0.000032,0.439529,0.000005,0.000364,-0.000292,0.114726,0.000035,-0.000009,0.114826,-0.000056,0.114715
004_066,0.447164,0.113229,0.113241,0.000582,0.000171,-0.000538,0.447552,0.113336,0.000560,0.000572,-0.000132,0.447641,0.000104,0.000604,-0.000520,0.117022,-0.000010,0.000046,0.117117,-0.000021,0.117023
004_067,0.453785,0.116085,0.116163,0.000683,0.000197,-0.000647,0.454499,0.116306,0.000684,0.000663,-0.000147,0.454940,0.000115,0.000673,-0.000662,0.119336,-0.000023,0.000068,0.119494,-0.000019,0.119384
004_068,0.463398,0.119948,0.120006,0.000162,0.000126,-0.000168,0.463866,0.120115,0.000180,0.000186,-0.000090,0.464299,0.000055,0.000172,-0.000157,0.121975,-0.000036,0.000077,0.122087,-0.000002,0.121984
004_069,0.469811,0.122564,0.122635,0.000111,0.000106,-0.000117,0.470082,0.122686,0.000110,0.000113,-0.000083,0.470488,0.000047,0.000108,-0.000113,0.124098,-0.000060,0.000086,0.124165,0.000024,0.124137
004_070,0.478024,0.125929,0.125933,0.000287,0.000036,-0.000218,0.478111,0.125946,0.000285,0.000282,-0.000019,0.478151,0.000027,0.000253,-0.000244,0.127177,0.000024,-0.000014,0.127175,-0.000028,0.127161
004_071,0.485519,0.129172,0.129203,0.000313,-0.000029,-0.000255,0.485820,0.129253,0.000351,0.000298,0.000049,0.486065,-0.000058,0.000258,-0.000296,0.129684,0.000123,-0.000099,0.129721,-0.000142,0.129679
004_072,0.494288,0.133009,0.133002,0.000417,-0.000004,-0.000374,0.494455,0.133034,0.000418,0.000395,-0.000002,0.494491,0.000004,0.000396,-0.000379,0.132622,0.000083,-0.000085,0.132632,-0.000087,0.132594
004_073,0.503039,0.136753,0.136771,-0.000109,-0.000036,0.000159,0.503370,0.136839,-0.000095,-0.000118,0.000045,0.503571,-0.000055,-0.000142,0.000140,0.135089,0.000015,-0.000008,0.135131,-0.000034,0.135064
004_074,0.512211,0.140622,0.140646,0.000012,0.000072,0.000022,0.512507,0.140700,0.000001,0.000028,-0.000062,0.512739,0.000037,0.000035,0.000027,0.137795,0.000010,0.000000,0.137828,-0.000045,0.137774
004_075,0.519631,0.143814,0.143864,0.000070,0.000060,-0.000037,0.519630,0.143854,0.000039,0.000084,-0.000043,0.519980,0.000014,0.000117,-0.000043,0.140627,-0.000054,0.000059,0.140613,0.000008,0.140624
004_076,0.529264,0.147936,0.147970,0.000105,-0.000026,-0.000098,0.529090,0.147932,0.000111,0.000146,0.000042,0.529375,-0.000037,0.000115,-0.000111,0.144133,0.000054,-0.000039,0.144094,-0.000054,0.144124
004_077,0.537247,0.151768,0.151793,-0.000106,-0.000105,0.000151,0.537958,0.151943,-0.000104,-0.000163,0.000155,0.538148,-0.000144,-0.000203,0.000152,0.146973,0.000154,-0.000095,0.147115,-0.000150,0.146976
004_078,0.544838,0.155192,0.155212,-0.000035,-0.000050,0.000056,0.545448,0.155319,-0.000014,-0.000047,0.000097,0.545602,-0.000104,-0.000059,0.000045,0.149447,0.000094,-0.000048,0.149507,-0.000107,0.149450
004_079,0.553657,0.159005,0.158996,-0.000075,-0.000014,0.000051,0.553636,0.158998,-0.000064,-0.000060,0.000012,0.553626,-0.000017,-0.000059,0.000043,0.152204,0.000035,-0.000032,0.152197,-0.000033,0.152191
004_080,0.562567,0.162984,0.162994,0.000216,0.000054,-0.000221,0.562566,0.162993,0.000206,0.000212,-0.000050,0.562612,0.000049,0.000227,-0.000216,0.155095,0.000012,-0.000011,0.155103,-0.000015,0.155100
004_081,0.571020,0.166825,0.166823,0.000380,0.000077,-0.000295,0.571152,0.166849,0.000353,0.000276,-0.000066,0.571095,0.000094,0.000293,-0.000304,0.158235,0.000011,0.000005,0.158266,0.000008,0.158239
004_082,0.582468,0.172185,0.172132,-0.000488,-0.000211,0.000444,0.582719,0.172185,-0.000478,-0.000478,0.000172,0.582468,-0.000211,-0.000488,0.000444,0.162246,0.000100,-0.000125,0.162246,-0.000125,0.162206
004_083,0.588711,0.175285,0.175181,-0.000416,-0.000183,0.000387,0.589350,0.175318,-0.000450,-0.000414,0.000196,0.588781,-0.000224,-0.000379,0.000418,0.164471,0.000125,-0.000100,0.164504,-0.000139,0.164424
004_084,0.597745,0.179204,0.179209,-0.000600,-0.000184,0.000593,0.597976,0.179253,-0.000603,-0.000607,0.000156,0.598010,-0.000154,-0.000599,0.000588,0.167022,0.000022,-0.000049,0.167051,-0.000019,0.167024
004_085,0.608675,0.184521,0.184478,-0.000258,-0.000193,0.000235,0.609168,0.184574,-0.000259,-0.000256,0.000148,0.608966,-0.000168,-0.000246,0.000232,0.170821,0.000094,-0.000132,0.170849,-0.000109,0.170787
004_086,0.615971,0.188071,0.188130,-0.000101,-0.000064,0.000118,0.616479,0.188226,-0.000121,-0.000150,0.000066,0.616787,-0.000047,-0.000179,0.000119,0.173603,0.000044,-0.000022,0.173704,-0.000021,0.173625
004_087,0.628978,0.194101,0.194020,0.000050,0.000086,-0.000056,0.629426,0.194099,0.000017,0.000035,-0.000083,0.628993,0.000070,0.000044,-0.000050,0.177413,-0.000037,0.000051,0.177399,0.000034,0.177368
004_088,0.636983,0.197893,0.197845,0.000291,0.000144,-0.000324,0.637288,0.197901,0.000275,0.000271,-0.000185,0.637028,0.000148,0.000284,-0.000312,0.179942,-0.000117,0.000093,0.179944,0.000095,0.179921
004_089,0.647418,0.203136,0.203058,0.000299,0.000133,-0.000359,0.648121,0.203189,0.000309,0.000293,-0.000235,0.647698,0.000182,0.000247,-0.000365,0.183433,-0.000143,0.000066,0.183479,0.000106,0.183390
004_090,0.654454,0.206677,0.206667,0.000080,0.000014,-0.000067,0.655365,0.206847,0.000075,0.000066,-0.000076,0.655332,0.000044,0.000072,-0.000091,0.186118,-0.000054,-0.000007,0.186215,0.000021,0.186108
004_091,0.667693,0.212928,0.212967,0.000025,-0.000207,-0.000053,0.668352,0.213082,0.000033,0.000047,0.000148,0.668559,-0.000142,0.000076,-0.000070,0.190204,0.000171,-0.000224,0.190273,-0.000154,0.190225
004_092,0.679811,0.219034,0.219070,0.000178,0.000000,-0.000174,0.680506,0.219184,0.000173,0.000206,-0.000044,0.680684,0.000051,0.000246,-0.000201,0.194042,0.000065,-0.000113,0.194093,-0.000048,0.194062
004_093,0.691007,0.224474,0.224525,0.000093,0.000172,-0.000170,0.691061,0.224496,0.000092,0.000170,-0.000187,0.691267,0.000189,0.000177,-0.000167,0.197662,-0.000129,0.000114,0.197619,0.000139,0.197701
004_094,0.699144,0.228525,0.228575,0.000120,0.000206,-0.000146,0.699449,0.228640,0.000116,0.000101,-0.000238,0.699737,0.000227,0.000124,-0.000164,0.200364,-0.000206,0.000183,0.200429,0.000205,0.200386
004_095,0.712735,0.235297,0.235260,0.000160,0.000241,-0.000148,0.713306,0.235374,0.000152,0.000158,-0.000261,0.713121,0.000243,0.000185,-0.000169,0.204705,-0.000225,0.000205,0.204753,0.000212,0.204694
004_096,0.721869,0.239682,0.239694,0.000095,0.000129,-0.000129,0.722426,0.239795,0.000097,0.000070,-0.000198,0.722444,0.000186,0.000087,-0.000129,0.207494,-0.000140,0.000090,0.207555,0.000140,0.207517
004_097,0.735021,0.246390,0.246470,-0.000239,-0.000092,0.000218,0.734723,0.246415,-0.000230,-0.000232,0.000057,0.735137,-0.000047,-0.000223,0.000252,0.211693,0.000009,-0.000034,0.211714,0.000010,0.211687
004_098,0.746595,0.252337,0.252342,-0.000088,0.000087,0.000076,0.747116,0.252444,-0.000094,-0.000096,-0.000129,0.747165,0.000129,-0.000071,0.000076,0.215393,-0.000174,0.000144,0.215441,0.000181,0.215393
004_099,0.761020,0.259773,0.259855,0.000164,0.000301,-0.000185,0.761268,0.259914,0.000166,0.000157,-0.000280,0.761661,0.000262,0.000185,-0.000179,0.220361,-0.000256,0.000287,0.220436,0.000245,0.220402
004_100,0.774766,0.266597,0.266597,-0.000057,0.000307,0.000054,0.774795,0.266606,-0.000064,-0.000075,-0.000313,0.774792,0.000313,-0.000075,0.000047,0.224075,-0.000342,0.000342,0.224090,0.000346,0.224075
132_001,0.070254,0.029186,0.029043,0.000279,0.000215,-0.000095,0.070544,0.029261,0.000379,0.000481,-0.000105,0.070343,0.000220,0.000449,-0.000022,0.041789,-0.000189,0.000331,0.041845,0.000318,0.041708
132_002,0.076983,0.031527,0.031480,-0.000031,0.000148,0.000492,0.077129,0.031613,-0.000007,0.000052,0.000129,0.077038,0.000116,0.000123,0.000512,0.044950,0.000160,0.000166,0.045009,0.000114,0.044908
132_003,0.085072,0.034624,0.034567,0.000174,0.000232,0.000491,0.085207,0.034674,0.000112,0.000274,0.000063,0.085109,0.000092,0.000400,0.000490,0.048787,0.000025,0.000324,0.048824,0.000177,0.048750
132_004,0.090098,0.036775,0.036756,0.000412,0.000384,-0.000437,0.089972,0.036667,0.000379,0.000565,-0.000355,0.089948,0.000306,0.000543,-0.000403,0.050962,-0.000371,0.000420,0.050905,0.000335,0.050956
132_005,0.094967,0.038780,0.038873,0.000305,0.000164,0.000316,0.094709,0.038674,0.000310,0.000237,0.000106,0.094801,0.000218,0.000240,0.000379,0.053212,0.000066,0.000225,0.053156,0.000277,0.053270
132_006,0.100148,0.041158,0.041020,0.000468,0.000093,0.000012,0.100213,0.041055,0.000471,0.000521,0.000070,0.100041,0.000024,0.000586,-0.000001,0.055790,-0.000036,0.000256,0.055753,0.000173,0.055722
132_007,0.102727,0.042251,0.042053,0.000392,0.000128,0.000060,0.102795,0.042157,0.000416,0.000380,-0.000044,0.102602,0.000186,0.000419,0.000024,0.056978,-0.000111,0.000244,0.056938,0.000267,0.056894
132_008,0.112595,0.045320,0.045178,0.000939,0.000323,-0.000066,0.112716,0.045396,0.000903,0.001020,-0.000005,0.112603,0.000256,0.001055,-0.000079,0.061317,-0.000037,0.000441,0.061344,0.000362,0.061237
132_009,0.119456,0.048042,0.047929,0.000628,0.000107,-0.000368,0.119566,0.048067,0.000653,0.000671,-0.000118,0.119469,0.000088,0.000698,-0.000362,0.064333,-0.000193,0.000229,0.064347,0.000205,0.064278
132_010,0.127291,0.050926,0.050725,0.000399,0.000215,0.000089,0.127525,0.050936,0.000366,0.000386,-0.000019,0.127312,0.000186,0.000460,0.000073,0.067741,-0.000072,0.000301,0.067752,0.000275,0.067635
132_011,0.131948,0.052118,0.052046,0.000142,0.000080,0.000282,0.132077,0.052182,0.000164,0.000189,0.000010,0.131997,0.000088,0.000195,0.000260,0.069429,0.000029,0.000126,0.069463,0.000118,0.069388
132_012,0.137967,0.054356,0.054410,0.000268,0.000294,0.000260,0.138031,0.054492,0.000296,0.000404,-0.000132,0.138078,0.000242,0.000490,0.000310,0.071865,-0.000054,0.000320,0.071933,0.000236,0.071894
132_013,0.142279,0.055773,0.055859,0.000082,0.000212,0.000543,0.142290,0.055858,0.000096,0.000239,0.000046,0.142393,0.000109,0.000199,0.000514,0.073547,0.000070,0.000258,0.073594,0.000162,0.073597
132_014,0.153173,0.060299,0.060013,0.000298,0.000054,0.000632,0.153724,0.060333,0.000166,0.000324,0.000180,0.153200,-0.000038,0.000387,0.000604,0.078054,0.000218,0.000130,0.078070,0.000047,0.077914
132_015,0.157871,0.061590,0.061576,0.000342,0.000114,0.000207,0.157996,0.061595,0.000241,0.000368,0.000006,0.157892,0.000068,0.000448,0.000172,0.079823,0.000023,0.000173,0.079825,0.000123,0.079810
132_016,0.163653,0.063443,0.063679,0.000089,0.000032,0.000292,0.163444,0.063415,-0.000026,0.000216,0.000139,0.163617,-0.000088,0.000302,0.000287,0.081888,0.000128,0.000096,0.081877,-0.000014,0.081995
132_017,0.168125,0.065103,0.065207,0.000219,0.000248,0.000049,0.168042,0.065108,0.000191,0.000424,-0.000068,0.168112,0.000154,0.000399,0.000014,0.083645,-0.000110,0.000310,0.083648,0.000221,0.083689
132_018,0.175705,0.068033,0.068144,0.000240,0.000341,0.000461,0.175755,0.068121,0.000233,0.000671,0.000056,0.175886,0.000191,0.000513,0.000415,0.086544,0.000054,0.000382,0.086585,0.000251,0.086587
132_019,0.184658,0.071092,0.071113,-0.000012,-0.000022,0.000919,0.184474,0.071037,-0.000040,0.000157,0.000294,0.184551,-0.000126,0.000130,0.000932,0.089715,0.000317,0.000070,0.089685,-0.000014,0.089720
132_020,0.191282,0.073394,0.073418,-0.000090,-0.000108,0.000754,0.191011,0.073327,-0.000101,-0.000022,0.000392,0.191181,-0.000167,-0.000028,0.000766,0.092126,0.000377,-0.000065,0.092098,-0.000109,0.092149
132_021,0.197342,0.075603,0.075536,0.000099,-0.000049,0.000234,0.197181,0.075574,0.000078,0.000076,0.000109,0.197238,-0.000049,0.000083,0.000247,0.094163,0.000102,0.000002,0.094146,0.000007,0.094139
132_022,0.202187,0.076919,0.076860,0.000288,0.000088,-0.000047,0.202179,0.076888,0.000274,0.000306,0.000024,0.202143,0.000075,0.000325,-0.000050,0.095686,-0.000006,0.000125,0.095673,0.000114,0.095656
132_023,0.208024,0.078582,0.078626,0.000444,0.000213,-0.000233,0.207823,0.078542,0.000355,0.000427,-0.000102,0.207968,0.000183,0.000532,-0.000226,0.097551,-0.000090,0.000221,0.097534,0.000200,0.097556
132_024,0.213695,0.080644,0.080525,0.000506,0.000238,0.000098,0.213818,0.080589,0.000371,0.000462,0.000088,0.213567,0.000141,0.000575,0.000114,0.099516,0.000140,0.000197,0.099487,0.000134,0.099448
132_025,0.221890,0.083706,0.083511,0.000406,0.000041,0.000204,0.222044,0.083613,0.000320,0.000294,0.000180,0.221758,0.000034,0.000398,0.000214,0.102333,0.000166,0.000083,0.102287,0.000088,0.102222
132_026,0.227185,0.085281,0.085146,0.000160,0.000012,0.000309,0.227289,0.085198,0.000107,0.000222,0.000249,0.227139,-0.000074,0.000321,0.000343,0.104067,0.000154,0.000117,0.104035,0.000046,0.103999
132_027,0.235507,0.088372,0.088138,-0.000165,-0.000165,0.000419,0.235876,0.088303,-0.000175,-0.000239,0.000190,0.235520,-0.000165,-0.000228,0.000457,0.107005,0.000195,-0.000131,0.106981,-0.000105,0.106892
132_028,0.242649,0.091150,0.090872,0.000122,-0.000013,0.000201,0.242926,0.091088,0.000087,0.000100,0.000063,0.242582,-0.000017,0.000080,0.000225,0.109560,0.000038,0.000047,0.109529,0.000047,0.109425
132_029,0.250354,0.093249,0.093041,0.000367,0.000096,-0.000085,0.250692,0.093281,0.000329,0.000396,-0.000043,0.250380,0.000064,0.000401,-0.000107,0.111837,-0.000021,0.000118,0.111848,0.000091,0.111732
132_030,0.254694,0.094868,0.094538,0.000040,-0.000024,0.000378,0.254930,0.094796,0.000019,0.000094,0.000108,0.254593,-0.000024,0.000131,0.000381,0.113301,0.000136,-0.000016,0.113270,-0.000024,0.113155
132_031,0.261137,0.097244,0.097169,-0.000351,-0.000130,0.000638,0.261036,0.097205,-0.000349,-0.000303,0.000167,0.261082,-0.000124,-0.000316,0.000635,0.115278,0.000195,-0.000121,0.115260,-0.000126,0.115242
132_032,0.270022,0.100047,0.099980,0.000127,0.000051,0.000309,0.270193,0.100055,0.000061,0.000169,0.000102,0.269980,0.000046,0.000162,0.000355,0.117964,0.000088,0.000095,0.117963,0.000085,0.117912
132_033,0.277570,0.102664,0.102452,0.000136,0.000239,0.000264,0.277869,0.102601,0.000153,0.000364,-0.000009,0.277556,0.000098,0.000359,0.000274,0.120357,0.000046,0.000187,0.120331,0.000080,0.120253
132_034,0.283979,0.104903,0.104543,0.000396,0.000263,-0.000204,0.284356,0.104783,0.000406,0.000705,-0.000109,0.283926,0.000025,0.000699,-0.000187,0.122362,-0.000062,0.000245,0.122318,0.000064,0.122204
132_035,0.293381,0.107825,0.107835,0.000405,0.000236,-0.000208,0.293410,0.107808,0.000418,0.000580,-0.000152,0.293409,0.000136,0.000560,-0.000212,0.124913,-0.000121,0.000217,0.124908,0.000138,0.124927
132_036,0.298024,0.109365,0.109281,0.000628,0.000323,-0.000339,0.298202,0.109354,0.000594,0.000723,-0.000199,0.298006,0.000226,0.000790,-0.000334,0.126291,-0.000144,0.000280,0.126286,0.000201,0.126269
132_037,0.303452,0.111306,0.111327,0.000396,0.000281,0.000004,0.303355,0.111248,0.000415,0.000525,-0.000107,0.303339,0.000227,0.000538,-0.000017,0.127991,-0.000049,0.000210,0.127959,0.000169,0.127989
132_038,0.309706,0.113569,0.113573,0.000297,0.000259,0.000119,0.309723,0.113561,0.000296,0.000350,-0.000110,0.309846,0.000215,0.000362,0.000127,0.129933,-0.000035,0.000175,0.129939,0.000140,0.129933
132_039,0.318414,0.116509,0.116391,0.000273,0.000222,0.000205,0.318560,0.116499,0.000302,0.000391,0.000047,0.318412,0.000173,0.000377,0.000200,0.132476,0.000067,0.000173,0.132467,0.000128,0.132404
132_040,0.325184,0.119004,0.118956,0.000450,0.000293,-0.000015,0.325118,0.118932,0.000446,0.000559,0.000013,0.325116,0.000191,0.000608,-0.000001,0.134492,0.000033,0.000228,0.134450,0.000144,0.134452
132_041,0.330240,0.120507,0.120360,0.000660,0.000421,-0.000154,0.330277,0.120407,0.000662,0.000853,-0.000073,0.330127,0.000271,0.000879,-0.000131,0.135821,-0.000062,0.000364,0.135766,0.000242,0.135726
132_042,0.339672,0.124091,0.124080,0.000509,0.000241,-0.000449,0.339691,0.124075,0.000594,0.000754,-0.000113,0.339588,0.000081,0.000770,-0.000440,0.138698,-0.000097,0.000224,0.138684,0.000097,0.138677
132_043,0.347706,0.126743,0.126686,0.000324,0.000225,-0.000232,0.347669,0.126728,0.000354,0.000460,-0.000089,0.347578,0.000109,0.000540,-0.000225,0.140869,-0.000017,0.000136,0.140858,0.000045,0.140833
132_044,0.356813,0.129875,0.129741,0.000059,0.000154,0.000145,0.357140,0.129876,0.000126,0.000107,-0.000053,0.356746,0.000101,0.000205,0.000211,0.143820,0.000013,0.000090,0.143810,0.000047,0.143752
132_045,0.363991,0.131789,0.131693,0.000044,0.000269,0.000141,0.364052,0.131771,0.000098,0.000124,-0.000117,0.363822,0.000193,0.000198,0.000214,0.145602,-0.000026,0.000154,0.145586,0.000092,0.145546
132_046,0.369956,0.133928,0.133842,-0.000136,0.000169,0.000414,0.369980,0.133858,-0.000132,0.000091,0.000063,0.369834,-0.000009,0.000113,0.000469,0.147291,0.000086,0.000105,0.147269,-0.000034,0.147221
132_047,0.378705,0.136787,0.136877,-0.000171,0.000456,0.000216,0.378453,0.136734,-0.000198,0.000312,-0.000146,0.378778,0.000078,0.000361,0.000262,0.149702,-0.000026,0.000302,0.149678,-0.000013,0.149733
132_048,0.387267,0.139498,0.139431,0.000112,0.000377,0.000137,0.387210,0.139454,0.000133,0.000444,-0.000173,0.387206,0.000152,0.000475,0.000202,0.152285,-0.000037,0.000258,0.152257,0.000067,0.152257
132_049,0.397168,0.143036,0.142752,0.000175,0.000355,-0.000107,0.397368,0.142953,0.000168,0.000613,-0.000122,0.397073,0.000029,0.000654,-0.000093,0.155043,-0.000071,0.000282,0.155005,0.000015,0.154902
132_050,0.405837,0.145609,0.145640,0.000715,0.000401,-0.000615,0.405792,0.145542,0.000676,0.001064,-0.000215,0.405757,0.000179,0.001058,-0.000588,0.157270,-0.000139,0.000303,0.157234,0.000124,0.157284
132_051,0.413294,0.148249,0.148240,0.000619,0.000331,-0.000471,0.413196,0.148227,0.000634,0.000805,-0.000165,0.413130,0.000207,0.000813,-0.000416,0.159385,-0.000096,0.000242,0.159384,0.000146,0.159385
132_052,0.423463,0.151738,0.151695,0.000012,0.000086,0.000129,0.422864,0.151537,-0.000033,0.000266,0.000124,0.422858,-0.000106,0.000314,0.000227,0.162140,0.000108,0.000089,0.162034,-0.000063,0.162111
132_053,0.434533,0.155501,0.155518,-0.000270,0.000152,0.000375,0.434057,0.155400,-0.000289,-0.000017,-0.000003,0.434136,-0.000035,-0.000020,0.000461,0.165136,0.000048,0.000095,0.165094,-0.000058,0.165147
132_054,0.440875,0.157831,0.157852,0.000236,0.000276,-0.000012,0.440515,0.157743,0.000268,0.000578,-0.000195,0.440887,0.000019,0.000563,0.000070,0.167037,-0.000079,0.000216,0.167010,0.000007,0.167048
132_055,0.453332,0.162030,0.161934,0.000787,0.000373,-0.000707,0.453689,0.162007,0.000767,0.000844,-0.000322,0.453556,0.000309,0.000877,-0.000662,0.170397,-0.000195,0.000242,0.170393,0.000189,0.170371
132_056,0.460240,0.163922,0.163909,0.000715,0.000454,-0.000574,0.460291,0.163908,0.000741,0.001003,-0.000315,0.460112,0.000282,0.000927,-0.000554,0.172193,-0.000166,0.000301,0.172183,0.000159,0.172194
132_057,0.469911,0.166763,0.166746,0.000344,0.000191,-0.000023,0.470004,0.166670,0.000268,0.000634,-0.000005,0.469812,-0.000032,0.000648,0.000021,0.174567,0.000051,0.000150,0.174522,-0.000027,0.174575
132_058,0.481943,0.171642,0.171464,0.000072,0.000011,0.000581,0.481891,0.171528,0.000051,0.000368,0.000150,0.481607,-0.000207,0.000355,0.000670,0.178028,0.000200,0.000058,0.177973,-0.000119,0.177951
132_059,0.493922,0.175449,0.175297,-0.000322,-0.000229,0.000782,0.494029,0.175384,-0.000260,-0.000175,0.000311,0.493801,-0.000302,-0.000240,0.000805,0.181103,0.000267,-0.000124,0.181073,-0.000193,0.181035
132_060,0.502285,0.178224,0.178050,-0.000121,0.000049,0.000642,0.502232,0.178079,-0.000115,0.000233,0.000122,0.502039,-0.000159,0.000120,0.000708,0.183353,0.000163,0.000063,0.183278,-0.000114,0.183252
132_061,0.512948,0.181785,0.181653,-0.000030,0.000102,0.000295,0.513085,0.181728,-0.000090,0.000197,0.000091,0.512732,-0.000055,0.000204,0.000329,0.186437,0.000076,0.000096,0.186412,-0.000030,0.186392
132_062,0.525131,0.185493,0.185476,0.000378,0.000176,-0.000080,0.524890,0.185338,0.000388,0.000470,-0.000074,0.524798,0.000124,0.000481,-0.000072,0.189302,-0.000049,0.000152,0.189225,0.000097,0.189306
132_063,0.535592,0.189193,0.189094,0.000304,0.000204,0.000074,0.535330,0.188981,0.000311,0.000435,0.000053,0.535156,0.000087,0.000484,0.000106,0.191858,0.000070,0.000164,0.191743,0.000055,0.191822
132_064,0.547978,0.193435,0.193471,-0.000251,0.000189,0.000660,0.547699,0.193248,-0.000115,0.000101,0.000119,0.547615,-0.000025,0.000034,0.000681,0.195071,0.000128,0.000155,0.194935,-0.000017,0.195087
132_065,0.557900,0.196757,0.196708,-0.000185,0.000156,0.000667,0.557973,0.196656,-0.000107,0.000003,0.000035,0.557635,0.000083,-0.000124,0.000671,0.197496,0.000064,0.000137,0.197417,0.000070,0.197463
132_066,0.571247,0.201744,0.201776,0.000566,0.000176,-0.000157,0.571226,0.201743,0.000662,0.000686,-0.000095,0.571271,0.000121,0.000576,-0.000158,0.200956,-0.000075,0.000194,0.200960,0.000154,0.200971
132_067,0.587009,0.206952,0.206985,0.000465,0.000218,-0.000292,0.586903,0.206929,0.000473,0.000501,-0.000228,0.586950,0.000192,0.000482,-0.000291,0.204998,-0.000234,0.000237,0.204981,0.000221,0.205021
132_068,0.596007,0.210209,0.210194,0.000350,0.000068,0.000172,0.595885,0.210120,0.000370,0.000369,0.000083,0.595797,0.000066,0.000345,0.000142,0.207287,0.000014,0.000112,0.207247,0.000100,0.207280
132_069,0.607952,0.214330,0.214419,0.000722,0.000218,-0.000312,0.607702,0.214292,0.000715,0.000814,-0.000171,0.607592,0.000169,0.000752,-0.000310,0.210154,-0.000133,0.000243,0.210118,0.000201,0.210181
132_070,0.618067,0.217495,0.217581,0.000476,0.000091,0.000148,0.617835,0.217420,0.000375,0.000432,-0.000021,0.617575,0.000083,0.000469,0.000123,0.212624,0.000034,0.000119,0.212565,0.000103,0.212649
132_071,0.630302,0.221543,0.221615,0.000203,0.000059,0.000168,0.630011,0.221533,0.000114,0.000184,-0.000002,0.630143,0.000016,0.000208,0.000164,0.215877,0.000011,0.000093,0.215871,0.000053,0.215894
132_072,0.646400,0.228053,0.228144,0.000213,0.000176,0.000220,0.646013,0.227988,0.000131,0.000267,-0.000038,0.646108,0.000074,0.000294,0.000244,0.219892,-0.000040,0.000200,0.219859,0.000126,0.219922
132_073,0.662306,0.234013,0.233856,-0.000108,-0.000063,0.000507,0.662441,0.233999,-0.000125,0.000045,0.000176,0.662223,-0.000148,0.000063,0.000451,0.223996,0.000074,0.000054,0.223985,-0.000017,0.223909
132_074,0.673575,0.237792,0.237773,-0.000261,-0.000050,0.000461,0.673401,0.237701,-0.000301,-0.000106,0.000161,0.673237,-0.000179,-0.000115,0.000455,0.226710,0.000043,0.000059,0.226661,-0.000033,0.226721
132_075,0.682822,0.241405,0.241367,0.000210,0.000134,0.000244,0.682823,0.241391,0.000151,0.000258,0.000044,0.682738,0.000023,0.000248,0.000256,0.229116,-0.000008,0.000167,0.229129,0.000079,0.229108
132_076,0.699449,0.247717,0.247678,0.000417,0.000091,-0.000027,0.699289,0.247650,0.000343,0.000410,-0.000021,0.698887,0.000035,0.000460,-0.000016,0.232686,-0.000013,0.000091,0.232648,0.000052,0.232663
132_077,0.714967,0.253657,0.253581,0.000193,0.000174,0.000211,0.715155,0.253691,0.000142,0.000267,-0.000027,0.714811,0.000113,0.000309,0.000212,0.236383,-0.000022,0.000157,0.236400,0.000112,0.236328
132_078,0.724987,0.257411,0.257282,0.000229,0.000072,0.000244,0.724991,0.257285,0.000273,0.000390,0.000056,0.724576,-0.000004,0.000350,0.000231,0.239152,0.000046,0.000088,0.239074,0.000025,0.239057
132_079,0.738628,0.262757,0.262710,0.000131,0.000045,0.000138,0.738653,0.262757,0.000130,0.000134,0.000034,0.738671,0.000023,0.000058,0.000158,0.242528,-0.000012,0.000089,0.242546,0.000072,0.242509
132_080,0.756495,0.270405,0.270357,0.000577,0.000257,-0.000195,0.755985,0.270365,0.000502,0.000645,-0.000054,0.756221,0.000142,0.000651,-0.000184,0.246819,-0.000035,0.000203,0.246808,0.000122,0.246791
132_081,0.771602,0.276650,0.276373,0.001351,0.000547,-0.000916,0.772244,0.276688,0.001316,0.001337,-0.000402,0.771685,0.000511,0.001345,-0.000929,0.250259,-0.000242,0.000376,0.250280,0.000348,0.250114
132_082,0.791302,0.285159,0.285157,0.000974,0.000414,-0.000484,0.791285,0.285105,0.000940,0.000982,-0.000139,0.791163,0.000357,0.001043,-0.000491,0.254822,-0.000065,0.000259,0.254773,0.000216,0.254801
132_083,0.804224,0.290371,0.290277,0.000614,0.000299,-0.000191,0.804537,0.290348,0.000662,0.000747,-0.000037,0.804275,0.000215,0.000677,-0.000202,0.258215,-0.000020,0.000215,0.258189,0.000151,0.258160
132_084,0.821129,0.296970,0.296839,0.000490,0.000191,-0.000125,0.821586,0.297008,0.000433,0.000455,-0.000019,0.821274,0.000169,0.000448,-0.000144,0.262095,-0.000035,0.000173,0.262113,0.000158,0.262019
